"SpeciesCategory","cohort","Source","ProcDate","Lengthmm","Weightg","Phenosex","PhenoSex","Maturity","Comments"
"1",1997,"File1",1998-12-21,135,27.1,"M",,"Precocious",
"1",1997,"File1",1998-12-21,110,14.7,"M",,"Precocious",
"1",1997,"File1",1998-12-21,119,17.5,"M",,"Precocious",
"1",1997,"File1",1998-12-21,123,20.1,"M",,"Precocious",
"1",1997,"File1",1998-12-21,118,17.1,"M",,"Precocious",
"1",1997,"File1",1998-12-22,117,17.4,"M",,"Precocious",
"0",1997,"File1",1998-12-30,98.38,9.72,,,,
"1",1997,"File1",1998-12-30,127,18.1,"M",,"Precocious",
"0",1997,"File1",1998-12-31,99.16,10.73,,,,
"0",1997,"File1",1998-12-31,107.3,13.1,,,,
"0",1997,"File1",1998-12-31,89.54,6.42,,,,
"0",1997,"File1",1998-12-31,104.5,11.73,,,,
"0",1999,"File1",1999-12-20,76,4.1,,,,
"0",1999,"File1",1999-12-21,70,3.7,,,,
"0",1999,"File1",1999-12-23,69,3,,,,
"0",1999,"File1",1999-12-24,72,3.5,,,,
"0",1999,"File1",1999-12-24,71,3.7,,,,
"0",1999,"File1",1999-12-27,69,2.9,,,,
"0",1999,"File1",1999-12-27,72,3.5,,,,
"0",1999,"File1",1999-12-27,72,3.4,,,,
"0",2001,"File2",2002-12-23,90,8.6,,,,
"1",2001,"File2",2002-12-23,130,14,"M",,"Precocious",
"1",2001,"File2",2002-12-23,97,11.3,,,,
"0",2003,"File2",2003-12-22,67,2.4,,,,
"0",2003,"File2",2003-12-22,74,4.4,,,,
"0",2003,"File2",2003-12-22,79,5.2,,,,
"0",2003,"File2",2003-12-22,66,3.1,,,,
"0",2003,"File2",2003-12-22,65,3.1,,,,
"0",2003,"File2",2003-12-23,81,5.9,,,,
"0",2003,"File2",2003-12-23,63,2.9,,,,
"0",2003,"File2",2003-12-23,61,2.6,,,,
"0",2003,"File2",2003-12-30,69,3.5,,,,
"0",2003,"File2",2003-12-30,72,3.7,,,,
"0",2003,"File2",2003-12-31,63,2.5,,,,
"Parr",2008,,2009-12-31,96,11.8,,,,"dead in trap-no clip"
"Parr",2008,,2009-12-21,117,1.35,,,,"not mature, no tag"
"Parr",2008,,2009-12-30,110,19.7,,"Male","Precocious","no tag"
"Parr",2008,,2009-12-30,108,15.1,,"Male","Precocious","well healed"
"Parr",2008,,2009-12-30,111,16.4,,,,
"Parr",2008,,2009-12-31,109,12.4,,,,
"Parr",2008,,2009-12-31,102,12,,,,
"",2015,,2016-12-30,91,7.7,,"M","Precocious","Precocious"
"",2015,,2016-12-30,120,19.5,,"M","Precocious","Precocious"
"Parr",2016,,2017-12-21,100,11.88,,"M","Precocious",""
"",2016,,2017-12-27,93,8.81,,"M","Precocious",""
"",2016,,2017-12-27,95,9.58,,"M","Precocious",""
"",2016,,2017-12-27,87,7.82,,"M","Precocious",""
"",2016,,2017-12-27,100,11.87,,"M","Precocious",""
"",2016,,2017-12-27,110,14,,"M","Precocious",""
"",2016,,2017-12-27,97,9.91,,"M","Precocious",""
"",2016,,2017-12-27,90,7.84,,"M","Precocious",""
"",2016,,2017-12-27,96,10.67,,"M","Precocious",""
"",2016,,2017-12-27,98,10.26,,"M","Precocious",""
"",2016,,2017-12-27,107,13.97,,"M","Precocious",""
"",2016,,2017-12-27,96,10.66,,"M","Precocious",""
"",2016,,2017-12-27,123,21.02,,"M","Precocious",""
"",2016,,2017-12-27,93,9.24,,"M","Precocious",""
"",2016,,2017-12-27,142,35.09,,"M","Precocious",""
"",2016,,2017-12-27,125,21.6,,"M","Precocious",""
"",2016,,2017-12-27,112,16.87,,"M","Precocious",""
"",2016,,2017-12-27,88,7.36,,"M","Precocious",""
"",2016,,2017-12-27,105,11.36,,"M","Precocious",""
"",2016,,2017-12-27,88,8.02,,"M","Precocious",""
"",2016,,2017-12-27,96,11,,"M","Precocious",""
"",2016,,2017-12-27,107,14.53,,"M","Precocious",""
"",2016,,2017-12-27,95,9.79,,"M","Precocious",""
"",2016,,2017-12-27,119,19.06,,"M","Precocious",""
"",2016,,2017-12-27,96,9.74,,"M","Precocious",""
"",2016,,2017-12-27,106,12.11,,"M","Precocious",""
"",2016,,2017-12-27,93,8.4,,"M","Precocious",""
